"","accession","genus","species","seqlength","latitude","longitude","genetype","dnasource","taxa","vertebrate"
"22689","JF457798","Marmosa","murina","657",4.667,-58.683,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22690","EU095435","Metachirus","nudicaudatus","657",4.45,-58.77,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22691","EU095436","Micoureus","demerarae","657",5.03,-58.63,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22692","GU112893","Marmosa","murina","793",-20.35,-40.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22693","GU112927","Monodelphis","americana","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22694","JF457866","Philander","opossum","657",4.333,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22695","JF457833","Monodelphis","brevicaudata","657",3.506,-58.233,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22696","JF457841","Philander","andersoni","654",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22697","EU095434","Marmosops","pinheiroi","657",4.28,-58.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22698","EU096776","Marmosops","parvidens","657",4.66,-57.18,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22699","GU112798","Didelphis","aurita","657",-19.96,-40.54,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22700","JF457703","Didelphis","imperfecta","657",5.166,-59.493,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22701","JF457712","Didelphis","imperfecta","657",5.267,-60.733,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22702","JF457854","Philander","opossum","657",4.667,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22703","JF459192","Marmosops","pinheiroi","651",4.25,-58.909,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22704","JQ599991","Marmosops","parvidens","657",4.933,-55.2,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22705","GU112809","Marmosa","murina","657",-19.96,-40.53,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22706","GU112821","Metachirus","nudicaudatus","657",-17.13,-42.48,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22707","GU112921","Micoureus","paraguayanus","801",-19.81,-40.17,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22708","GU112925","Monodelphis","americana","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22709","JF457863","Philander","opossum","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22710","JF457737","Didelphis","marsupialis","657",7.367,-60.483,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22711","JF457744","Didelphis","marsupialis","657",2.279,-59.435,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22712","EU095438","Micoureus","demerarae","657",-0.63,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22713","GU112805","Marmosa","murina","657",-20.35,-40.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22714","GU112832","Micoureus","paraguayanus","657",-17.13,-42.48,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22715","GU112835","Micoureus","paraguayanus","657",-19.39,-40.07,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22716","GU112822","Metachirus","nudicaudatus","657",-19.79,-40.12,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22717","GU112852","Philander","frenatus","657",-19.96,-40.54,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22718","GU112874","Caluromys","philander","800",-17.79,-39.26,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22719","GU112912","Metachirus","nudicaudatus","801",-19.96,-40.53,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22720","JF457707","Didelphis","imperfecta","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22721","JF457867","Philander","opossum","657",7.517,-59.383,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22722","JF457733","Didelphis","marsupialis","657",2.486,-59.476,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22723","JF457739","Didelphis","marsupialis","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22724","GU112788","Caluromys","philander","657",-15.63,-52.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22725","GU112838","Micoureus","paraguayanus","657",-19.15,-47.56,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22726","GU112841","Monodelphis","americana","657",-20.66,-40.49,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22727","GU112824","Metachirus","nudicaudatus","657",-20.35,-40.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22728","GU112828","Micoureus","demerarae","657",-9.59,-55.93,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22729","GU112882","Didelphis","aurita","800",-25.62,-54.46,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22730","GU112906","Marmosops","incanus","801",-20.28,-40.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22731","JF457793","Marmosa","murina","657",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22732","JF457745","Didelphis","marsupialis","654",4.733,-58.717,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22733","EU095432","Marmosops","parvidens","657",4.93,-55.2,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22734","GU112789","Chironectes","minimus","657",-16.05,-47.3,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22735","GU112797","Didelphis","aurita","657",-20.35,-40.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22736","GU112800","Gracilinanus","microtarsus","657",-19.96,-40.53,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22737","GU112889","Gracilinanus","microtarsus","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22738","GU112896","Marmosa","murina","801",-19.13,-39.95,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22739","GU112923","Micoureus","paraguayanus","801",-19.15,-47.56,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22740","GU112942","Philander","frenatus","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22741","JF457861","Philander","opossum","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22742","JF457820","Micoureus","demerarae","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22743","JF457731","Didelphis","marsupialis","657",2.486,-59.476,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22744","JF457842","Philander","andersoni","657",-0.633,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22745","JF457795","Marmosa","murina","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22746","JF457796","Marmosa","murina","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22747","GU112837","Micoureus","paraguayanus","657",-19.96,-40.54,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22748","GU112802","Gracilinanus","microtarsus","657",-19.23,-40.79,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22749","GU112876","Caluromys","philander","801",-11.84,-48.63,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22750","GU112892","Gracilinanus","microtarsus","796",-20.28,-40.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22751","JF457704","Didelphis","imperfecta","657",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22752","JF457800","Marmosa","murina waterhousei","657",-0.657,-76.454,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22753","EU095427","Marmosa","lepida","657",4.75,-59.02,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22754","GU112807","Marmosa","murina","657",-15.63,-52.32,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22755","GU112875","Caluromys","philander","800",-20.35,-41.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22756","GU112878","Chironectes","minimus","798",-16.05,-47.3,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22757","GU112894","Marmosa","murina","801",-17.97,-39.56,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22758","GU112922","Micoureus","paraguayanus","801",-23.43,-47.62,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22759","GU112933","Monodelphis","americana","794",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22760","JF457706","Didelphis","imperfecta","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22761","JF457824","Micoureus","demerarae","657",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22762","JF457832","Monodelphis","brevicaudata","657",7.517,-59.383,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22763","JF457797","Marmosa","murina","657",4.667,-58.683,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22764","JF457852","Philander","opossum","657",1.367,-58.767,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22765","JF457856","Philander","opossum","657",4.75,-59.017,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22766","JQ175828","Picumnus","exilis","652",8.4,-59.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22767","JQ175827","Picumnus","exilis","644",8.25,-59.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22768","JQ175829","Picumnus","exilis","639",5.517,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22769","AY897022","Capito","auratus amazonicus","379",-2.62,-65.62,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22770","AY897018","Capito","quinticolor","379",1.0908,-78.6907,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22771","AY897028","Capito","auratus auratus","379",-3.77,-73.25,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22772","AY897023","Capito","auratus orosae","379",-4.48,-70,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22773","AY897021","Capito","auratus auratus","379",-3.58,-72.67,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22774","AY897033","Capito","auratus","379",1.42,-58.63,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22775","AY897032","Capito","niger","379",7.35,-60.48,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22776","AY897030","Capito","auratus","379",-2.4747,-56.1086,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22777","AY897015","Capito","wallacei","379",-7.08,-75.65,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22778","AY897035","Capito","auratus aurantiicinctus","379",2.5,-64,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22779","AY897029","Capito","auratus punctatus","379",-7.13,-75.68,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22780","AY897038","Capito","auratus auratus","379",-3,-73.17,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22781","AY897034","Capito","auratus aurantiicinctus","379",2.45,-60.83,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22782","AY897031","Capito","auratus","379",-2.3,-55,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22783","AY897024","Capito","auratus orosae","379",-3.45,-68.82,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22784","AY897037","Capito","auratus transilens","379",-0.08,-67,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22785","AY897027","Capito","auratus auratus","379",-3.77,-73.25,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22786","AY897039","Capito","auratus auratus","379",-3,-73.17,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22787","AY897041","Capito","auratus transilens","379",0.77,-66,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22788","AY897026","Capito","auratus insperatus","379",-13.33,-65.33,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22789","AY897025","Capito","auratus insperatus","379",-8.08,-73.83,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22790","AY897040","Capito","auratus punctatus","379",-7.15,-75.73,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22791","AY897036","Capito","auratus transilens","379",0.77,-66,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22792","JX275505","Ctenomys","perrensi","693",-29.1881,-59.2102,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22793","JX275525","Ctenomys","dorbignyi","693",-27.55,-57.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22794","JX275509","Ctenomys","perrensi","693",-29.1881,-59.2102,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22795","JX275575","Ctenomys","perrensi","688",-29.1881,-59.2102,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22796","JX275596","Ctenomys","pearsoni","688",-33.427,-59.0932,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22797","JX275546","Ctenomys","pearsoni","693",-33.427,-59.0932,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22798","JX275568","Ctenomys","dorbignyi","688",-27.55,-57.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22799","JX275542","Ctenomys","dorbignyi","693",-27.55,-57.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22800","JX275595","Ctenomys","pearsoni","688",-33.427,-59.0932,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22801","JX275547","Ctenomys","pearsoni","693",-33.427,-59.0932,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22802","JX275569","Ctenomys","dorbignyi","688",-27.55,-57.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22803","JX275574","Ctenomys","perrensi","688",-29.1881,-59.2102,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22804","AM407918","Sciurus","aestuans","1263",4.59,-53.08,"genomic DNA",NA,"Mammalia","Vertebrata"
"22805","KJ526146","Liopropoma","santi","624",12.083197,-68.899062,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22806","KJ526147","Liopropoma","santi","655",12.0832,-68.8991,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22807","KJ526148","Liopropoma","santi","655",12.3679,-69.1553,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22808","HM404901","Bergiaria","westermanni","649",-18.228,-45.248,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22809","HM404902","Bergiaria","westermanni","654",-18.228,-45.248,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22810","HM404903","Astyanax","lacustris","634",-18.228,-45.248,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22811","HM404904","Astyanax","lacustris","631",-18.228,-45.248,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22812","HM404905","Astyanax","lacustris","646",-18.228,-45.248,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22813","HM404906","Astyanax","lacustris","654",-18.228,-45.248,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22814","HM404907","Planaltina","myersi","654",-19.385,-43.659,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22815","HM404908","Planaltina","myersi","650",-19.385,-43.659,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22816","HM404909","Planaltina","myersi","654",-19.385,-43.659,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22817","HM404910","Planaltina","myersi","654",-19.385,-43.659,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22818","HM404911","Rhamdia","quelen","654",-19.385,-43.659,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22819","HM404912","Phalloceros","uai","654",-19.461,-43.72,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22820","HM404913","Harttia","cf. torrenticola BOLD:AAE3235","614",-19.499,-43.746,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22821","HM404914","Harttia","cf. torrenticola BOLD:AAE3235","654",-19.499,-43.746,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22822","HM404915","Cetopsorhamdia","iheringi","633",-19.499,-43.746,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22823","HM404916","Cetopsorhamdia","iheringi","654",-19.499,-43.746,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22824","HM404917","Trichomycterus","brasiliensis","654",-20.01,-43.969,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22825","HM404918","Trichomycterus","reinhardti","654",-20.01,-43.969,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22826","HM404919","Trichomycterus","reinhardti","654",-20.01,-43.969,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22827","HM404920","Trichomycterus","reinhardti","654",-20.01,-43.969,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22828","HM404921","Trichomycterus","brasiliensis","654",-20.01,-43.969,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22829","HM404926","Harttia","leiopleura","654",-20.287,-43.632,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22830","HM404927","Harttia","leiopleura","607",-20.287,-43.632,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22831","HM404928","Harttia","leiopleura","654",-20.287,-43.632,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22832","HM404929","Harttia","leiopleura","654",-20.287,-43.632,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22833","HM404933","Harttia","novalimensis","654",-20.097,-44.042,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22834","HM404934","Harttia","novalimensis","654",-20.097,-44.042,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22835","HM404935","Harttia","novalimensis","654",-20.097,-44.042,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22836","HM404936","Harttia","novalimensis","586",-20.097,-44.042,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22837","HM404937","Trichomycterus","brasiliensis","654",-20.097,-44.042,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22838","HM404938","Trichomycterus","brasiliensis","654",-20.097,-44.042,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22839","HM404891","Cyphocharax","gilbert","654",-19.878,-45.435,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22840","HM404892","Lophiosilurus","alexandri","654",-18.228,-45.248,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22841","HM404893","Lophiosilurus","alexandri","654",-18.228,-45.248,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22842","HM404894","Rhinelepis","aspera","650",-18.191,-45.248,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22843","HM404895","Rhamdia","quelen","654",-19.878,-45.435,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22844","HM404896","Astyanax","bimaculatus","654",-19.878,-45.435,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22845","HM404897","Astyanax","bimaculatus","654",-19.878,-45.435,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22846","HM404898","Astyanax","bimaculatus","654",-19.878,-45.435,"genomic DNA","mitochondrion",NA,"Vertebrata"
"22847","HM404899","Astyanax","bimaculatus","654",-19.878,-45.435,"genomic DNA","mitochondrion",NA,"Vertebrata"
