Name and Taxonomic classification,,,,,,Environment,,,,,,Impact - Status- Year & Country of first introduction in Europe,,,,,,,,Pathways of introduction in Europe,,,,,,,,,,,,,,,,,,,,,,
NAME,Kingdom,Phylum,Class,Order,Family,TER,FW,MAR,EST,PAR,NA,IMPACT,STATUS,YEAR OF INTRODUCTION,CATEGORY,COUNTRY,NOTES,CITATION,PARTLY NATIVE,RELEASE: Biocontrol,RELEASE: Game animals,RELEASE: Landscaping-Erosion control,"RELEASE: Pets, Terrarium-Aquarium species",RELEASE: Other,ESCAPE: Cultivation and Livestock,ESCAPE: Aquaculture,ESCAPE: Ornamental planting,ESCAPE: Use of live food-bait,"ESCAPE: Pets, Terrarium-Aquarium species","ESCAPE: Zoos, botanical gardens",CONTAMINANT: Trade of contaminated commodities,CONTAMINANT: Packaging materials,CONTAMINANT: Aquaculture,STOWAWAY: Shipping,STOWAWAY: Aviation,STOWAWAY: Land transport,CORRIDOR: Lessepsian migrants,CORRIDOR: Inland canals,CORRIDOR: Railroads and Highways,OTHER,UNKNOWN,COMMENTS
Salix caprea x viminalis,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,1,0,0,0,0,0,,A,1988,2,Denmark,,http://www.nobanis.org/NationalInfo.asp?countryID=DK&taxaID=13445,,,,,,,p,,,,,,,,,,,,,,,,,
Salix cinerea,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,1,0,0,0,0,0,HI,A,,,,,,1,,,p,,,,,,,,,,,,,,,,,,,,
Salix fragilis,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,1,0,0,0,0,0,HI,A,1750,2,Sweden,mid 1700,,1,,,p,,,,,p,,,,,,,,,,,,,,,
Salix fragilis x triandra,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,1,0,0,0,0,0,,A,1875,2,Denmark,,http://www.nobanis.org/NationalInfo.asp?countryID=DK&taxaID=13451,,,,,,,p,,,,,,,,,,,,,,,,,
Salmo letnica,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,0,1,0,0,0,0,,A,1997,3,Greece,,http://www.fishbase.org/summary/Salmo-letnica.html,1,,,,,,,,,,,,,,,,,,,,,,p,
Salmo marmoratus,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,0,1,0,0,0,0,,Q,1975,3,Germany,,"Bartley (comp./ed.) 2006. Introduced species in fisheries and aquaculture: information for responsible use and control (CD-ROM). Rome, FAO.",1,,p,,,,,,,,,,,,,,,,,,,,,
Salmo salar,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,0,1,0,1,0,0,HI,A,1886,2,Austria,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=53467#,1,,,,,,,p,,,,,,,,,,,,,,,,
Salpingella rotundata ,Chromista,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,0,0,1,0,0,0,,A,2002,2,Ukraine,,"Gavrilova, N.A., 2005. New for the Black Sea Tintinnids species. Ekologiya moria, 69: 5-11 (in Russian).",,,,,,,,,,,,,,,,p,,,,,,,,
Salvelinus alpinus,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,0,1,0,1,0,0,,A,1700,3,Poland,18th century,http://www.fishbase.org/summary/Salvelinus-alpinus+alpinus.html,1,,p,,,,,,,,,,,,,,,,,,,,,
Salvelinus fontinalis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,0,1,0,1,0,0,HI,A,1869,2,UK,<1900,,,,p,,,,,p,,,,,,,,,,,,,,,,
Salvelinus leucomaenis pluvius,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,0,1,0,1,0,0,,Q,1977,2,Germany,,http://www.fishbase.org/summary/Salvelinus-leucomaenis+pluvius.html,,,,,,,,p,,,,,,,,,,,,,,,,
Salvelinus malma,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,0,1,0,1,0,0,,Q,1978,3,Germany,< 1978,http://www.nobanis.org/speciesInfo.asp?taxaID=5609,,,,,,,,p,,,,,,,,,,,,,,,,
Salvelinus namaycush,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,0,1,0,1,0,0,,A,1888,2,Germany,,http://www.nobanis.org/speciesInfo.asp?taxaID=701; http://www.fishbase.org/summary/Salvelinus-namaycush.html,,,,,,,,p,,,,,,,,,,,,,,,,
Salvinia minima,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Salviniaceae,0,1,0,0,0,0,HI,A,1964,,Spain,,Madeira et al. (2003) Aquatic Botany 76: 127–139,,,,,,,,,p,,,,,,,,,,,,,,,
Salvinia molesta,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Salviniaceae,0,1,0,0,0,0,HI,A,2000,2,Italy ,,Garbari et al. (2000) Archivio geobotanico  6(1):  73-78,,,,,p,,,,p,,,,,,,,,,,,,,,
Salvinia natans,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Salviniaceae,0,1,0,0,0,0,,A,1965,2,Austria,,"Essl and Rabitsch (2002) Neobiota in Österreich. Umweltbundesamt Wien, 432 pp",1,,,,p,,,,,,,,,,,,,,,,,,,
Samanea saman,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,1,0,0,0,0,0,HI,A,2002,3,,before 2002,,,,,,,,,,p,,,,,,,,,,,,,,,
Sambucus nigra,Plantae,Magnoliophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,1,0,0,0,0,0,HI,A,1799,3,Latvia,Late 1700,,1,,,p,,,p,,p,,,,,,,,,,,,,,,
Samia cynthia,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,1,0,0,0,0,0,,A,1854,2,Italy,,Kollar (1854) Verhandl. Zool.-bot. Ver. Wien 4: 114.,,,,,,,,,,,p,,,,,,,,,,,,,
Sander lucioperca,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,0,1,0,0,0,0,HI,A,1878,2,UK,,,1,,p,,,,,p,,,,,,,,,,,,,,,,
Sander volgensis,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,0,1,0,0,0,0,,A,1985,3,Russia,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=100857#,1,,p,,,,,,,,,,,,,,,,,,,,,
Sanguinicola inermis,Animalia,Platyhelminthes,Trematoda,Strigeatida,Sanguinicolidae,0,1,0,0,1,0,,A,1994,3,UK,,Kirk and Lewis (1994) J Helminthol.  68(4): 315-318,,,,,,,,p,,,,,,,,,,,,,,,,
Sansevieria trifasciata,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,1,0,0,0,0,0,HI,A,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,
Saperda candida ,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,1,0,0,0,0,0,,A,2008,2,Germany,,EPPO Reporting Services (2008) 139,,,,,,,,,,,,,p,,,,,,,,,,,
Saprinus acuminatus,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,1,0,0,0,0,0,,Q,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Saprinus caerulescens,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,1,0,0,0,0,0,,Q,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Saprinus lugens,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,1,0,0,0,0,0,,A,1984,2,Italy,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Saprinus planiusculus,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,1,0,0,0,0,0,,Q,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Saprinus semistriatus,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,1,0,0,0,0,0,,Q,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Saprinus subnitescens,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,1,0,0,0,0,0,,Q,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Saprosites mendax,Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,1,0,0,0,0,0,,A,1921,2,UK,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Saprosites natalensis,Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,1,0,0,0,0,0,,A,1982,2,UK,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Sarcodiotheca gaudichaudii,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Areschougiaceae,0,0,1,0,0,0,,A,1974,2,UK,,"Farnham, W.F. & Irvine, L.M., 1979. Discovery of members of the red algal family Solieriaceae in the British Isles. British Phycological Journal, 14, 123.",,,,,,,,,,,,,,,s,p,,,,,,,,
Sarconema filiforme,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,0,0,1,0,0,0,,A,1944,2,Egypt,,"Aleem, A.A., 1948. The recent migration of certain Indo-Pacific algae from the Red Sea into the Mediterranean. New Phytologist 47: 88-94.",,,,,,,,,,,,,,,,,,,p,,,,,
Sarconema scinaioides,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,0,0,1,0,0,0,,A,1945,2,Israel,,"Rayss, T., 1963 Sur la presence dans la Mediterranee orientale des algues tropicales de la famille des Solieriacees. Acta Botanica Horti Bucurestiensis 1: 91-106.",,,,,,,,p,,,,,,,,,,,p,,,,,
Sarcotrochila alpina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hemiphacidiaceae,1,0,0,0,1,0,,C,1908,2,Germany,,GBIF-Sweden: Fungi (S).  Accessed via http://www.gbif.org/occurrence/2410113,,,,,,,,,,,,p,,,,,,,,,,,,
Sargassum muticum,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,0,0,1,0,0,0,HI,A,1971,2,"France, UK",,"Gruet, Y., 1976. Presence de l'algue Japonaise Sargassum muticum (Yendo) Fensholt sur la cote Francaise de Normandie. Bulletin de la Societe des sciences naturelles de Vouest de la France, 74, 101-104.",,,,,,,,,,,,,,,p,p,,,,,,s,,
Sargocentron rubrum,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,0,0,1,0,0,0,HI,A,1945,2,Israel,,"Haas, G. & Steinitz, H., 1947. Erythrean fishes on the Mediterranean coast of Palestine. Nature 160: 28.",,,,,,,,,,,,,,,,,,,p,,,,,
Sarkidiornis melanotos,Animalia,Chordata,Aves,Anseriformes,Anatidae,1,0,0,0,0,0,,Q,2001,3,Spain,,"Martín, A. & Lorenzo, J. A. (2001). Aves Del Archipiélago Canario. Francisco Lemus Editor.",,,,,,,,,,,,,,,,,,,,,,,p,
Saron marmoratus,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,0,0,1,0,0,0,,A,2013,2,Israel,,"Rothman SBS,  Shlagman A. Galil BS, 2013. Saron marmoratus, an Indo-Pacific marble shrimp (Hippolytidae: Decapoda: Crustacea) in the Mediterranean Sea. Marine Biodiversity Records, doi:10.1017/S1755267213000997; Vol. 6; e129",,,,,,,,,,,,,,,,,,,,,,,p,
Sarotherodon galilaeus,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,0,1,0,0,0,0,,Q,,,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,p,
Sarracenia flava xpurpurea,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Sarraceniaceae,0,1,0,0,0,0,,A,1948,2,Sweden,,http://www.nobanis.org/NationalInfo.asp?countryID=SE&taxaID=13781,,,,,,,p,,,,,,,,,,,,,,,,,
Sarracenia purpurea,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Sarraceniaceae,1,1,0,0,0,0,,A,1500,3,"UK, Germany, Switzerland",,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=17504#,,,,,,,p,,p,,,,,,,,,,,,,,,
Saurida undosquamis,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,0,0,1,0,0,0,HI,A,1951,3,Turkey,,"Kosswig, C., 1951. Contributions to the knowledge of the zoogeographical situation in the near and Middle East. Experentia ,7: 401-440",,,,,,,,,,,,,,,,,,,p,,,,,
Saururus cernuus,Plantae,Magnoliophyta,Magnoliopsida,Piperales,Saururaceae,1,1,0,0,0,0,,A,1977,2,Belgium,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=607#,,,,,,,,,,,,,,,,,,,,,,,p,
Savignya frontata,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,1,0,0,0,0,0,,A,1978,2,Faroe Islands,,"Enckell PH, Bengtson S, Wiman B, 1987, Serf and waif colonization: distribution and dispersal of invertebrate species in Faroe Island settlement areas., J. Biogeogr., 14, 89-104",1,,,,,,,,,,,,p,,,,p,,,,,,,
Savoryella lignicola,Fungi,Ascomycota,Sordariomycetes,Sordariomycetidae,Unresolved,1,1,1,0,1,0,,C,1966,2,UK,,"Jones, E.B.G.; Eaton, R.A. (1969 )Transactions of the British Mycological Society 52 (1–3): 162  ",,,,,,,,,,,,,,,,p,,,,,,,,
Sawadaea tulasnei,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,1,0,0,0,1,0,,C,1824,2,Norway,,"Natural History Museum, University of Oslo: Mycology herbarium, Oslo (O), 2013-10-27.  Accessed via http://www.gbif.org/occurrence/190530672",,,,,,,,,,,,,,,,,,,,,,,p,
Scageliopsis patens,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,0,0,1,0,0,0,,A,1989,2,Portugal,,"Athanasiadis, A., & Tittley, I., 1994. Antithamnioid algae (Rhodophyta, Ceramiaceae) newly recorded from the Azores. Phycologia, 33(2), 77-80.",,,,,,,,,,,,,,,,p,,,,,,,,
Scantius aegyptius,Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,1,0,0,0,0,0,,C,,,Spain (Canary Islands),,,1,,,,,,,,,,,,p,,,,,,,,,,,
Scaphixodes frontalis,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,1,0,0,0,1,0,,A,2009,3,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,p,,
Scaphodinium mirabile,Chromista,Myzozoa,Noctilucea,Noctilucida,Leptodiscaceae,0,0,1,0,0,0,,C,1995,2,Bulgaria,,"Stoyanova, A.P., 1999. New representatives of Noctilucales in the Bulgarian Black Sea coastal waters. Compt. Ren. de’l Acad. Bul. Des Sci., vol.52, No 9-10: 119-122.",,,,,,,,,,,,,,,,p,,,,,,,,
Scaphoideus titanus,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,1,0,0,0,0,0,,A,1958,2,France,,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552",1,,,,,,,,,,,,p,,,,,,,,,,,
Scaptomyza adusta,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,1,0,0,0,0,0,,A,1996,2,Italy,,Nicoli Aldini & Baviera (2002)- Atti XIX Cong. Nazion. Ital. Entomol.: 759-763.,,,,,,,,,,,,,p,,,,,,,,,,,
Scaptomyza vittata,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,1,0,0,0,0,0,,A,2002,3,Spain,,Carles-Tolra & Andersen (2002). Monogr. Socied. Entomol. Aragon. 8 ,,,,,,,,,,,,,p,,,,,,,,,,,
Scardinius erythrophthalmus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,0,1,0,0,0,0,HI,A,1700,1,Ireland,,"Froese and Pauly (2013) FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2013)",1,,,,,,,p,,,,,,,,,,,,,,,,
Scarus ghobban,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,0,0,1,0,0,0,,A,1999,2,Lebanon,,"Bariche, M. & Saad, M., 2005. Settlement of the lessepsian  blue-barred parrotfish Scarus ghobban (Teleostei: Scaridae) in  the eastern Mediterranean. Marine Biodiversity Records, 1 (e5): 1-3.",,,,,,,,,,,,,,,,,,,p,,,,,
Scathophaga stercoraria,Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,1,0,0,0,0,0,,A,2009,4,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,,p,
Scatophagus argus,Animalia,Chordata,Actinopterygii,Perciformes,Scatophagidae,0,0,1,0,0,0,,A,2007,2,Malta,,"Zammit, E. & Schembri, P.J., 2011. An overlooked and unexpected introduction? Occurrence of the spotted scat Scatophagus argus (Linnaeus, 1766) (Osteichth1: Scatophagidae) in the Maltese Islands. Aquatic Invasions (2011) Volume 6, Supplement 1: S79-S83.",,,,,p,,,,,,,,,,,,,,,,,,,
Scatopsciara atomaria,Animalia,Arthropoda,Insecta,Diptera,Sciaridae,1,0,0,0,0,0,,A,2009,4,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,,p,
Scatopsciara edwardsi,Animalia,Arthropoda,Insecta,Diptera,Sciaridae,1,0,0,0,0,0,,A,2009,4,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,,p,
Scatopsciara ventrospinula,Animalia,Arthropoda,Insecta,Diptera,Sciaridae,1,0,0,0,0,0,,A,2009,4,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,,p,
Scaurus punctatus,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,1,0,0,0,0,0,,Q,2000,3,Spain (Canary Islands),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Scaurus uncinus,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,1,0,0,0,0,0,,A,,,Spain (Canary Islands),,,1,,,,,,,,,,,,,,,,,,,,,,p,
Scelarcis perspicillata,Animalia,Chordata,Reptilia,Squamata,Lacertidae,1,0,0,0,0,0,,A,1920,2,Spain (Balearic Islands),,"Kraus F. 2009. Alien Reptiles and Amphibians. A Scientific Compendium and Analysis. Springer, Dordrecht, The Netherlands. Kraus, F., and E.W. Campbell III. 2002.",,,,,,,,,,,,,,,,,,,,,,,p,
Sceliodes laisalis,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,1,0,0,0,0,0,,A,1973,2,UK,,"Goater, B., 1986.  British Pyralid Moths. A Guide to their Identification . — Harley Books, Colchester, 175 pp",,,,,,,,,,,,,p,,,,,,,,,,,
Sceliphron caementarium,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,1,0,0,0,0,0,,A,1945,2,France,,Rasplus et al. (2010) BioRisk 4: 669–776,,,,,,,,,,,,,,,,,,,,,,,p,
Sceliphron curvatum,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,1,0,0,0,0,0,,A,1979,2,Austria,,Vecht van der (1984) Entomofauna 6: 213-219.,,,,,,,,,,,,,,,,,,,,,,,p,
Sceliphron deforme,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,1,0,0,0,0,0,,A,1998,2,Montenegro,,Cetkovic et al. (2004) Entomol. Science 7: 225–229,,,,,,,,,,,,,,,,,,,,,,,p,
Schefflera actinophylla,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,1,0,0,0,0,0,HI,A,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,
Schendyla dentata,Animalia,Arthropoda,Chilopoda,Geophilomorpha,Schendylidae,1,0,0,0,0,0,,A,1996,3,Austria,,Christian (1996) Verhandl. Zool.-Bot. Gesell. Österreich 133: 107-132.,1,,,,,,,,,,,,,,,,,,,,,,p,
Scherocumella gurneyi,Animalia,Arthropoda,Malacostraca,Cumacea,Nannastacidae,0,0,1,0,0,0,,A,2005,2,Israel,,"Corbera, J. & Galil, B.S., 2007. Colonisation of the eastern Mediterranean by Red Sea cumaceans, with the description of a new species. SCIENTIA MARINA 71(1): 29-36",,,,,,,,,,,,,,,,,,,p,,,,,
Schimmelmannia schousboei,Plantae,Rhodophyta,Florideophyceae,Acrosymphytales,Acrosymphytaceae,0,0,1,0,0,0,,C,1988,2,Spain,,"Gorostiaga, J.M. & Santolaria, A., 1992. On the presence of Schimmelmannia schousboei J. Agardh (Gloiosiphoniaceae, Rhodophyta) in European coastal waters. British Phycological Journal 27: 90.",,,,,,,,,,,,,,,,p,,,,,,,,
Schinus terebinthifolius,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,1,0,0,0,0,0,HI,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,
Schistocerca gregaria,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,1,0,0,0,0,0,,Q,1902,2,Germany,,"Weidner H, 1981, Einschleppung von Heuschrecken (Saltatoria und Phasmida) nach Hamburg., Anz. Schädlkde. Pflanzen-Umweltschutz, 54, 65-67",1,,,,,,,,,,,,p,,,,,,,,,,,
Schizolachnus pineti,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,A,1881,2,UK,,"Carter CI, 1983, Some new aphid arrivals to Britain's forests., Proc. Trans. Brit. Entomol. Nat. Hist. Soc., 16, 81-87",1,,,,,,,,,,,,p,,,,,,,,,,,
Schizonotus tenuicauda,Animalia,Arthropoda,Arachnida,Amblypygi,Phrynidae,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,
Schizoporella japonica,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,0,0,1,0,0,0,,A,2011,,"UK, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,p,
Schizoretepora hassi,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,0,0,1,0,0,0,,A,1999,2,Lebanon,,"Harmelin, J.G., Bitar, G. & Zibrowius, H., 2007. Schizoretepora hassi sp. nov.(Bryozoa: Phidoloporidae) from Lebanon (Eastern Mediterranean) and reappraisal of Schizotheca serratimargo (Hincks, 1886). Cahiers de biologie marine, 48(2), 179-186.",,,,,,,,,,,,,,,,,,,,,,,p,
Schizotetranychus bambusae,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,1,0,0,0,0,0,,A,2001,2,France,,Auger & Migeon (2007) PHM Rev. Hort. 488: 17–19,,,,,,,,,,,,,p,,,,,,,,,,,
Schizotetranychus parasemus,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,1,0,0,0,0,0,,A,1964,3,Poland,,Boczek & Kropczynska (1964) Fragm. Faunist. Warszawa 11: 161–188,,,,,,,,,,,,,p,,,,,,,,,,,
Schlumbergerina alveoliniformis,Chromista,Foraminifera,Polythalamea,Miliolida,Hauerinidae,0,0,1,0,0,0,,A,2002,2,Turkey,,"Meric, E., Avsar, N. & Yokes, B., 2007. Alien foraminifers along the Aegean and southwestern coasts of Turkey. Rapports de la Commission Internationale pour l’Exploration Scientifique de la Mer Mediterranee, 38: 540.",,,,,,,,,,,,,,,,,,,,,,,p,
Scirtothrips dorsalis,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,1,0,0,0,0,0,HI,A,2008,2,UK,,EPPO Reporting Services (2012) 071,,,,,,,,,,,,,p,,,,,,,,,,,
Scirtothrips longipennis,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,1,0,0,0,0,0,,A,1909,3,Belgium,,Bagnall (1909) Ann. Soc. Entomol. Belgique 53: 171-176.,,,,,,,,,,,,,p,,,,,,,,,,,
Sciurus anomalus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,1,0,0,0,0,0,,A,1964,1,Greece ,,"Mitchell-Jones A J, Amori G, Bogdanowicz W, Krystufek B, Reijnders PJH, Spitzenberger F, Stubbe M, Thissen JBM, Vohralik V, Zima J (1999) The atlas of European mammals. Poyser Natural History, Academic Press, London",1,,,,,,,,,,,,,,,,,,,,,,p,
Sciurus carolinensis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,1,0,0,0,0,0,HI,A,1876,1,UK,,"Long JL (2003) Introduced mammals of the world. CABI and CSIRO publishing, Melbourne, Australia",,,,,p,p,,,,,p,p,,,,,,,,,,p,,
Sciurus vulgaris,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,1,0,0,0,0,0,,Q,1937,1,Russia,,Russian BioDat Database http://biodat.ru/db/intro/index_e.htm ,,,,,,,,,,,,,,,,,,,,,,p,,
Sciurus vulgaris altaicus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,1,0,0,0,0,0,,C,1937,1,Russia,,Russian BioDat Database http://biodat.ru/db/intro/index_e.htm ,1,,,,,,,,,,,,,,,,,,,,,p,,
Sciurus vulgaris exalbidus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,1,0,0,0,0,0,,C,1940,1,Russia,,Russian BioDat Database http://biodat.ru/db/intro/index_e.htm ,1,,,,,,,,,,,,,,,,,,,,,p,,
Sclerocona acutellus,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,1,0,0,0,0,0,,A,1989,2,UK,,"Sterling, D. H. (1989) Sclerocona acutellus (Eversmann) (Lepidiptera: Pyralidae) new to Britain., Entomologists Gazette 40: 1-3",1,,,,,,,,,,,,p,,,,,,,,,,,
Sclerodermus domesticus,Animalia,Arthropoda,Insecta,Hymenoptera,Bethylidae,1,0,0,0,0,0,,A,2005,2,Portugal (Azores),,Rasplus et al. (2010) BioRisk 4: 669–776,1,,,,,,,,,,,,,,,,,,,,,,P,
